model_name,collection_name,category_name,child_name,property_name,date_string,value,unit_name,interval_id,period_value,Country
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,SE02Z2MK,Production,2050,2393.8978407069953,GWh,1,1,SE
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,SK00Z2MK,Production,2050,4936.2116847530115,GWh,1,1,SK
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,UA01Z2MK,Production,2050,5728.0426872741355,GWh,1,1,UA
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,UK02Z2MK,Production,2050,53061.511436804256,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,UK03Z2MK,Production,2050,31067.87188529883,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,UK05Z2MK,Production,2050,21256.977497455824,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,UKNIZ2MK,Production,2050,3966.6281950340413,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,BE01Z2DR,Production,2050,2013.9705177117387,GWh,1,1,BE
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,BE02Z2DR,Production,2050,744.7728543666605,GWh,1,1,BE
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,BE03Z2DR,Production,2050,771.9475658190794,GWh,1,1,BE
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,BG01Z2DR,Production,2050,467.90722210478395,GWh,1,1,BG
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,BG02Z2DR,Production,2050,459.913010063073,GWh,1,1,BG
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,CY00Z2DR,Production,2050,149.88936279606799,GWh,1,1,CY
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,CZ01Z2DR,Production,2050,744.2492713698771,GWh,1,1,CZ
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,CZ02Z2DR,Production,2050,684.1001532466779,GWh,1,1,CZ
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,DKE1Z2DR,Production,2050,169.581333198389,GWh,1,1,DK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,EE00Z2DR,Production,2050,842.2692884714228,GWh,1,1,EE
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES01Z2DR,Production,2050,163.84483361074496,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES02Z2DR,Production,2050,304.5247901902359,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES03Z2DR,Production,2050,560.8897096354439,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES04Z2DR,Production,2050,2562.202427731785,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES05Z2DR,Production,2050,1755.2003822897523,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES06Z2DR,Production,2050,690.6464810440369,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES07Z2DR,Production,2050,79.59260672270602,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES08Z2DR,Production,2050,242.134663056244,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ES11Z2DR,Production,2050,557.4097835995423,GWh,1,1,ES
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FI01Z2DR,Production,2050,614.1013660443488,GWh,1,1,FI
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR01Z2DR,Production,2050,521.71668780539,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR02Z2DR,Production,2050,837.5283665020653,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR03Z2DR,Production,2050,729.120299264686,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR04Z2DR,Production,2050,362.115148185035,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR05Z2DR,Production,2050,301.62979578928696,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR06Z2DR,Production,2050,842.3023687592429,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR07Z2DR,Production,2050,554.2500019555314,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR08Z2DR,Production,2050,3076.8440560658278,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR09Z2DR,Production,2050,438.86277395195197,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR10Z2DR,Production,2050,3370.380010346473,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR11Z2DR,Production,2050,410.0112687430131,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR12Z2DR,Production,2050,471.4294698053641,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR13Z2DR,Production,2050,538.7075285715478,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR14Z2DR,Production,2050,276.3710850103491,GWh,1,1,FR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,FR15Z2DR,Production,2050,7.064663956728002,GWh,1,1,FR
